Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
301	27	0.486026689	3.32181558	0	0	0	0	0	0.001	0	1000	0	0	3
302	27	0.487714314	3.33285152	0	0	0	0	0	0.001	0	1000	0	0	3
303	27	0.489395016	3.34388745	0	0	0	0	0	0.001	0	1000	0	0	3
304	27	0.491071317	3.35492338	0	0	0	0	0	0.001	0	1000	0	0	3
305	27	0.492745773	3.36595931	0	0	0	0	0	0.001	0	1000	0	0	3
306	27	0.494421024	3.37699525	0	0	0	0	0	0.001	0	1000	0	0	3
307	27	0.496099517	3.38803118	0	0	0	0	0	0.001	0	1000	0	0	3
308	27	0.497783974	3.39906711	0	0	0	0	0	0.001	0	1000	0	0	3
309	27	0.499476822	3.41010304	0	0	0	0	0	0.001	0	1000	0	0	3
310	28	0.5	3.42113897	0	0	0	0	0	0.001	0	1000	0	0	3
311	28	0.501709835	3.43217491	0	0	0	0	0	0.001	0	1000	0	0	3
312	28	0.503433549	3.44321084	0	0	0	0	0	0.001	0	1000	0	0	3
313	28	0.505167482	3.45424677	0	0	0	0	0	0.001	0	1000	0	0	3
314	28	0.506885387	3.4652827	0	0	0	0	0	0.001	0	1000	0	0	3
315	28	0.508586718	3.47631864	0	0	0	0	0	0.001	0	1000	0	0	3
316	28	0.510277189	3.48735457	0	0	0	0	0	0.001	0	1000	0	0	3
317	28	0.511957312	3.4983905	0	0	0	0	0	0.001	0	1000	0	0	3
318	28	0.513627631	3.50942643	0	0	0	0	0	0.001	0	1000	0	0	3
319	28	0.515293352	3.52046236	0	0	0	0	0	0.001	0	1000	0	0	3
320	29	0.51695713	3.5314983	0	0	0	0	0	0.001	0	1000	0	0	3
321	29	0.51862132	3.54253423	0	0	0	0	0	0.001	0	1000	0	0	3
322	29	0.520288819	3.55357016	0	0	0	0	0	0.001	0	1000	0	0	3
323	29	0.521962151	3.56460609	0	0	0	0	0	0.001	0	1000	0	0	3
324	29	0.52364384	3.57564202	0	0	0	0	0	0.001	0	1000	0	0	3
325	29	0.525336442	3.58667796	0	0	0	0	0	0.001	0	1000	0	0	3
326	29	0.527041999	3.59771389	0	0	0	0	0	0.001	0	1000	0	0	3
